 RespId,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9
472165,Only a few,Only a few,Only a few,Some,Only a few,Some,Only a few,Some,Some
472166,Only a few,Some,Some,Some,Some,Only a few,Only a few,Only a few,Some
482321,Some,Some,Some,A lot,Some,Some,Some,Some,Some
472167,None,Only a few,Some,Some,Some,Some,Some,Only a few,A lot
472168,None,Only a few,Only a few,Some,Only a few,Only a few,Only a few,Only a few,Only a few
472169,Some,Some,Some,A lot,Some,Some,Only a few,Some,A lot
482325,None,None,Only a few,Some,Only a few,Some,Some,Only a few,Some
472170,Some,Only a few,Only a few,Some,Only a few,Only a few,None,A lot,A lot
472171,Only a few,Only a few,Some,Only a few,Some,Only a few,None,Some,A lot
472173,Only a few,Only a few,Only a few,Some,Some,Only a few,Some,Some,Only a few
472174,None,None,None,Only a few,Only a few,Some,Only a few,None,Some
472175,A lot,Some,Some,None,None,Some,None,A lot,None
472176,None,Only a few,Some,Some,Only a few,Only a few,None,Some,Some
472179,None,Only a few,Only a few,A lot,Only a few,Some,Some,Only a few,Only a few
472180,Only a few,None,None,None,None,None,None,None,None
472183,A lot,Some,Some,Some,None,Some,None,Some,Some
472184,Some,Only a few,Some,Some,Only a few,Only a few,None,Some,Some
472185,Only a few,Some,Some,Some,Some,Some,None,None,A lot
472187,None,Some,Only a few,A lot,Some,Some,Only a few,Some,Some
472188,A lot,None,Some,Only a few,None,None,Some,A lot,A lot
472189,A lot,A lot,A lot,A lot,Some,A lot,Only a few,A lot,A lot
472192,Only a few,Some,A lot,Some,Some,Only a few,Only a few,Some,Some
472193,None,None,A lot,A lot,A lot,A lot,Some,Some,A lot
472195,Only a few,Only a few,Some,Some,Some,Some,None,A lot,Only a few
472196,None,Only a few,Some,A lot,Some,Some,Only a few,Only a few,A lot
472197,Some,Only a few,Only a few,Only a few,Some,Some,None,Some,Some
472198,None,None,Some,Some,Only a few,None,None,None,Some
472199,None,Some,Some,Some,Some,Some,Some,Some,A lot
472200,A lot,Some,Some,Only a few,Only a few,Only a few,None,A lot,Some
472201,None,None,None,None,None,None,None,None,Only a few
472202,Some,Some,Some,A lot,Some,Only a few,Only a few,Some,Some
472203,Some,Some,Some,Some,Some,Some,Some,Some,Some
472204,None,None,None,Some,None,Only a few,Only a few,Only a few,Only a few
472205,None,Only a few,A lot,A lot,Only a few,Some,None,Some,Some
472207,None,Only a few,Some,Some,Some,Some,Some,None,Some
472209,None,Only a few,Some,Only a few,Only a few,Some,Only a few,Some,A lot
472210,None,None,None,A lot,None,None,Some,None,None
472212,Some,Some,Some,Some,Some,Some,Only a few,Some,Some
472213,A lot,None,Some,Some,Some,Some,None,A lot,Only a few
472214,A lot,Only a few,Some,Some,Only a few,Some,None,A lot,Some
472215,Some,Only a few,Some,Some,Only a few,Some,Some,Some,Some
472216,None,Some,Some,Some,Some,Some,Some,Some,Some
472220,A lot,Only a few,Only a few,Only a few,Some,A lot,None,Only a few,Some
472221,Some,None,Only a few,Some,Only a few,Some,None,A lot,A lot
472223,Only a few,Only a few,Only a few,Some,Only a few,Only a few,Only a few,Only a few,Some
472224,None,Only a few,Only a few,Some,Only a few,None,None,Some,Some
472225,None,,Some,Some,Only a few,Only a few,Only a few,Some,Only a few
472226,Only a few,Some,Some,Some,Some,Some,Only a few,A lot,Some
472228,Some,Some,A lot,A lot,None,Some,None,Only a few,Some
472230,None,Only a few,Some,A lot,Some,Some,Only a few,Only a few,Some
472232,Only a few,Only a few,Some,A lot,Only a few,A lot,None,Some,A lot
472235,Only a few,Some,A lot,A lot,Only a few,Some,Some,A lot,A lot
472236,Only a few,Only a few,Only a few,Only a few,Some,Only a few,A lot,Some,Only a few
472239,None,A lot,Some,A lot,Only a few,A lot,Some,A lot,Some
472240,Only a few,Some,Some,Some,Some,Some,Some,Some,Some
472242,Some,Some,Some,A lot,Some,A lot,Some,Some,Some
472243,Some,Some,,Some,Some,Some,Some,Some,Some
472244,Some,None,Some,Some,Only a few,Some,None,Some,Some
472245,None,Only a few,Some,Some,Some,Some,Some,Only a few,Some
472247,None,Only a few,Some,Some,Some,A lot,Some,Some,Some
472248,Some,Some,Some,Some,Some,Some,Some,Some,Some
472249,Some,None,Some,Some,Some,Some,Only a few,Some,Only a few
472250,None,Only a few,Some,A lot,Only a few,Some,Only a few,A lot,A lot
472251,Some,Only a few,Some,Only a few,Some,Some,Only a few,Some,Some
472252,None,None,None,Only a few,None,Only a few,None,None,Some
472253,,,,,,,,,
472254,Some,None,Only a few,Only a few,Only a few,Some,None,Some,Some
472255,Some,Only a few,Some,Some,Some,Only a few,Only a few,Some,Some
472256,Only a few,Only a few,Only a few,Some,Some,Some,Some,Only a few,Only a few
472258,Some,None,Some,Only a few,Only a few,Some,None,Some,Some
472260,Only a few,Some,None,Some,Only a few,Only a few,None,Some,Only a few
472261,Some,Some,A lot,A lot,A lot,Some,Some,A lot,A lot
472262,None,Some,Some,Some,Only a few,Only a few,Some,Only a few,Some
472263,None,Only a few,Some,Some,A lot,None,Some,None,Some
472265,None,None,Only a few,A lot,Only a few,Only a few,Only a few,Some,Some
472266,None,None,None,None,None,None,None,None,Some
472267,None,Only a few,Some,Some,Only a few,Some,Only a few,Some,Some
472268,None,Only a few,A lot,A lot,A lot,A lot,A lot,Only a few,A lot
482431,Only a few,Some,Some,A lot,Some,Some,Some,A lot,A lot
482432,None,Some,A lot,A lot,Some,A lot,A lot,A lot,A lot
472270,Some,None,Some,Some,Some,Some,Only a few,Some,Some
472271,Only a few,Only a few,Some,Some,Only a few,Only a few,Only a few,Some,Some
472274,A lot,A lot,A lot,Some,A lot,Only a few,Only a few,A lot,Some
472275,None,None,Only a few,Some,None,Only a few,None,Only a few,Only a few
472276,None,Only a few,Some,Some,Some,Some,Only a few,Some,A lot
472277,Some,Only a few,Some,Only a few,Only a few,Only a few,None,A lot,Some
472280,Only a few,Some,Some,Some,Some,Some,Some,Some,Some
472281,Some,None,Some,Some,Some,Only a few,None,Some,Some
472283,A lot,None,Some,Only a few,Only a few,Only a few,None,Some,Only a few
472284,Only a few,Only a few,A lot,A lot,A lot,A lot,Some,Some,A lot
472287,Some,Some,Some,Some,Some,Some,Only a few,A lot,Some
472288,Only a few,Only a few,Some,Some,Some,Some,Only a few,Some,Some
472289,A lot,Some,A lot,A lot,Some,A lot,A lot,A lot,A lot
472290,None,Some,Only a few,Only a few,None,None,Only a few,Some,Only a few
472292,None,Some,Some,Some,Some,Some,A lot,Some,A lot
472293,None,Some,Some,Some,Only a few,Some,None,Only a few,Some
472294,None,Only a few,A lot,A lot,Only a few,A lot,Some,Some,Only a few
472295,None,None,Only a few,Some,None,,Some,None,Some
472297,None,Only a few,Only a few,Some,Only a few,Some,Some,Only a few,Only a few
472298,Only a few,Only a few,Some,Some,Some,Some,Only a few,Some,Only a few
472299,None,Only a few,Only a few,Some,Only a few,Only a few,Only a few,Only a few,Some
472300,Some,Only a few,Some,A lot,,A lot,Only a few,Some,A lot
472302,A lot,Only a few,Some,A lot,A lot,Some,Only a few,A lot,Only a few
482466,A lot,Some,A lot,Some,Some,Some,None,A lot,Some
472303,None,Some,A lot,Some,Some,A lot,Some,Some,Some
472304,Some,Only a few,Some,Only a few,Some,Only a few,None,Some,Some
472305,Only a few,Only a few,Only a few,Some,Only a few,Only a few,Only a few,Some,Only a few
472306,Some,None,Only a few,Only a few,None,None,None,A lot,Only a few
472307,Only a few,A lot,A lot,Some,Only a few,Only a few,Some,A lot,Only a few
472309,A lot,Only a few,Some,Some,Some,Only a few,None,Only a few,Only a few
472310,None,Only a few,Some,A lot,Some,A lot,Some,A lot,Some
472311,None,Some,Some,Some,Some,A lot,A lot,Only a few,Some
472313,Some,Some,Some,Some,Some,Some,None,Some,Some
472314,None,Some,Some,A lot,Some,Some,Some,Some,A lot
472316,Some,Some,Some,Only a few,Some,Some,Only a few,Some,Some
472317,None,Only a few,Only a few,Only a few,Only a few,Some,Some,Some,Only a few
472319,Some,Some,Some,Some,Only a few,A lot,Only a few,A lot,Some
472321,None,None,None,None,None,None,None,None,None
472322,Only a few,Only a few,Some,Some,Some,Some,Only a few,Some,Some
472323,Only a few,Some,Some,Some,Some,Only a few,Some,Some,Some
472325,None,Some,Some,Some,None,Some,Some,Some,A lot
472326,Some,Only a few,Some,Some,Some,Only a few,None,Some,Some
472327,A lot,None,Some,Some,None,None,None,A lot,A lot
472328,Some,Some,Some,A lot,Some,A lot,Only a few,A lot,A lot
472329,Only a few,Only a few,Some,A lot,Only a few,A lot,Some,Some,A lot
472331,A lot,None,Some,Only a few,Only a few,Only a few,None,A lot,Only a few
472333,,,,,,,,,
472334,None,None,Some,A lot,None,None,Only a few,Some,Some
472335,None,Only a few,Some,A lot,Some,Some,Some,Some,A lot
472336,None,None,Only a few,None,None,None,Only a few,Some,Some
472340,A lot,None,None,None,None,None,None,A lot,None
472341,Only a few,Only a few,Some,Some,Only a few,Some,Some,Some,A lot
472343,Some,Only a few,Some,A lot,Some,Some,Some,A lot,Some
472348,A lot,Some,Some,None,Some,Some,None,A lot,A lot
472349,None,Some,Only a few,Some,Some,A lot,Some,Some,Some
472351,Some,Some,Some,Only a few,Some,A lot,None,Some,A lot
472352,A lot,Only a few,,Some,Only a few,Some,None,A lot,Only a few
472353,Some,Some,A lot,A lot,Some,A lot,Some,Only a few,A lot
472354,Some,Some,Some,Some,Some,Some,Some,Some,A lot
472355,A lot,Only a few,A lot,None,A lot,None,None,A lot,A lot
472357,A lot,None,Only a few,,Only a few,None,None,A lot,Only a few
472358,None,None,None,None,None,None,None,None,None
472359,None,Some,Some,Some,Some,Only a few,Some,Only a few,Some
482524,None,None,None,None,None,None,None,None,None
472362,None,Only a few,Only a few,A lot,Only a few,Only a few,Only a few,Only a few,A lot
472363,Some,Some,Some,Some,Some,Only a few,Only a few,Some,Some
472364,Some,Only a few,Some,Some,A lot,Some,Only a few,A lot,A lot
472366,A lot,Some,Some,Some,Some,Some,None,A lot,Only a few
472367,None,Some,Some,Some,Only a few,Some,Some,Some,Some
472368,,,,A lot,None,Some,None,A lot,A lot
472369,Some,Only a few,Some,Some,Some,Some,Some,Some,A lot
472370,Only a few,Some,Only a few,Some,Only a few,Some,Only a few,Some,Only a few
472371,None,Some,Some,A lot,Some,Some,Some,Some,Some
472372,Only a few,Only a few,Some,A lot,Some,Some,Some,Some,Some
472374,A lot,None,A lot,Only a few,Some,Only a few,None,A lot,Some
472375,A lot,None,Some,None,Only a few,Only a few,None,A lot,None
472377,None,None,Only a few,Some,None,Some,Some,Some,Some
472380,A lot,Only a few,Some,Only a few,Only a few,None,None,Some,Some
472381,None,None,None,None,A lot,Only a few,Some,,Some
472382,None,None,None,A lot,None,None,None,None,None
472384,None,None,None,Only a few,None,None,None,Only a few,Some
472385,Only a few,Only a few,A lot,Some,Some,Some,Some,Some,A lot
472386,Some,Only a few,A lot,Some,Some,Some,Some,Some,Only a few
472387,None,None,Only a few,Only a few,None,Only a few,None,Only a few,Only a few
472388,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Some,Only a few,Some
472391,Some,Some,Some,Some,Only a few,Some,None,Only a few,Some
472393,Only a few,Only a few,Only a few,A lot,Some,A lot,A lot,Only a few,A lot
472394,None,None,None,None,None,None,None,None,Only a few
482560,None,None,Only a few,None,None,None,None,A lot,A lot
472396,None,Some,Only a few,A lot,Only a few,Some,Only a few,Some,A lot
472397,A lot,Only a few,Some,Some,Some,Some,Only a few,A lot,A lot
472398,Some,Some,Only a few,Only a few,Only a few,None,None,Some,Some
472399,Some,None,Only a few,Only a few,Only a few,Some,None,Some,Some
472400,None,Some,A lot,Some,Only a few,Some,Only a few,A lot,Only a few
472401,Only a few,None,Only a few,Some,Only a few,Only a few,None,A lot,Some
472403,None,Only a few,,A lot,A lot,A lot,Only a few,Some,A lot
472404,A lot,Some,A lot,Only a few,Some,Only a few,None,A lot,Some
472405,A lot,Only a few,Only a few,Some,Only a few,Some,Some,Some,Some
472406,A lot,None,Only a few,None,None,None,None,None,Only a few
482573,A lot,Some,Some,Only a few,Some,Some,None,Some,Some
472409,Only a few,Some,Some,Some,Only a few,Some,Only a few,Some,Only a few
472410,Only a few,None,Some,Some,Only a few,Some,Only a few,Some,Some
482578,Some,None,Only a few,Some,Only a few,Some,Only a few,Some,Some
472411,Some,Some,Some,Some,Some,Some,Only a few,Some,Some
472412,Some,Only a few,Some,Some,Only a few,Some,Only a few,Some,Some
472413,Some,Only a few,Some,Only a few,Only a few,None,None,A lot,Some
472414,Some,Some,Some,A lot,Some,Some,Some,Only a few,A lot
472415,A lot,Only a few,Some,Only a few,Only a few,Some,None,A lot,Some
472416,Only a few,Some,Some,Some,Some,Some,Some,Some,A lot
472417,Only a few,Only a few,Some,Some,Some,Some,A lot,Some,Some
472419,Only a few,Only a few,A lot,Some,Some,Some,Some,Some,Some
472420,None,None,A lot,A lot,Some,Some,None,A lot,Some
472421,Only a few,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot
472423,A lot,Only a few,Some,None,Only a few,None,None,A lot,None
472424,None,Some,Some,A lot,Some,A lot,Some,Some,Some
472425,A lot,None,Some,Only a few,None,Only a few,None,Some,Only a few
472427,Some,Some,Some,Some,Some,Some,A lot,Some,Some
472430,,,,,,,,,
472431,Only a few,Only a few,Some,A lot,Only a few,Some,None,A lot,A lot
472432,None,Only a few,A lot,Some,None,None,Only a few,None,A lot
472433,Some,Only a few,A lot,Some,Some,Some,None,Some,A lot
472434,None,None,Only a few,Some,None,Some,None,Only a few,Some
472436,Only a few,Some,Some,A lot,Some,A lot,Some,A lot,A lot
472438,Only a few,Some,Some,Some,Some,Some,Some,Some,Some
472440,Some,Only a few,A lot,Only a few,Some,Only a few,None,A lot,Only a few
472441,Some,Some,Some,Some,Some,Some,Only a few,Some,Some
472442,None,None,None,None,None,None,None,A lot,None
472443,Only a few,None,Some,A lot,Some,Some,Only a few,A lot,Some
472444,None,Some,Some,Some,Only a few,Only a few,Only a few,Only a few,A lot
472445,Only a few,Only a few,A lot,Some,Some,A lot,Only a few,A lot,A lot
472446,None,Only a few,Only a few,None,Only a few,Some,Some,Some,Only a few
482615,Some,Some,Some,Some,Some,Some,Some,Some,Some
472447,A lot,Only a few,Some,Some,Only a few,Some,None,A lot,Some
472450,None,None,Some,None,Only a few,Only a few,None,Some,Only a few
472451,A lot,Only a few,Some,None,None,Some,None,A lot,None
472452,None,Only a few,None,None,None,None,Some,None,Some
472454,,None,Some,Some,None,Only a few,None,A lot,A lot
482624,None,None,None,None,None,None,None,None,None
472455,Some,Some,Some,A lot,Some,Some,Some,Some,Some
472457,None,Only a few,Some,A lot,A lot,Some,Only a few,A lot,A lot
472458,Some,Some,Some,Some,Some,A lot,A lot,A lot,A lot
482629,None,Only a few,Some,A lot,A lot,A lot,Some,Some,A lot
472459,None,Some,Only a few,A lot,Some,Only a few,Some,Some,Some
472460,Some,Some,A lot,Some,Some,Some,Only a few,A lot,Some
482633,None,Some,Some,A lot,Some,Some,Some,Some,A lot
472464,None,Only a few,Only a few,Only a few,Some,Some,Some,Only a few,Only a few
472465,Some,None,A lot,Some,None,A lot,None,A lot,A lot
472466,None,Some,Only a few,A lot,Some,Some,Some,Only a few,Some
472468,None,Only a few,Only a few,Some,None,None,Only a few,None,Some
472471,Some,Some,A lot,A lot,Some,A lot,Only a few,A lot,A lot
472472,Only a few,Some,Some,Some,Some,Some,Some,Some,Some
472473,None,Only a few,A lot,A lot,Some,Some,Some,Some,Some
472474,Some,Some,A lot,A lot,Some,A lot,Some,A lot,A lot
472475,A lot,None,Some,Only a few,None,Some,None,A lot,Only a few
472476,None,Some,A lot,A lot,Some,A lot,Some,A lot,A lot
472477,Only a few,Some,Some,A lot,Some,Some,A lot,A lot,A lot
472478,None,Some,A lot,A lot,Some,Some,Some,Some,Some
472479,None,Some,Some,Some,Only a few,Some,Some,Some,Some
472480,None,Only a few,Only a few,Some,Some,Some,Only a few,Only a few,Some
472482,None,Some,A lot,A lot,A lot,A lot,Some,A lot,A lot
472484,A lot,None,Some,Some,None,Some,None,Some,Some
472485,None,Only a few,Some,Some,Some,Some,Some,Some,A lot
472488,Some,Some,Some,Some,Some,Some,A lot,Some,A lot
472491,A lot,None,Some,Only a few,Only a few,Only a few,None,A lot,Some
472492,None,None,Some,Some,Only a few,Only a few,Only a few,Some,Some
472493,Some,Only a few,A lot,A lot,Some,Some,Some,Some,Only a few
472494,Only a few,Some,Some,A lot,Some,Some,Some,Only a few,Some
472497,Some,None,Only a few,Some,None,Some,None,Some,None
472499,Some,Some,Some,Some,Some,Some,Only a few,Some,Some
472500,Some,None,Only a few,None,None,None,None,A lot,Only a few
472501,None,Some,Some,Some,None,Some,Some,Some,Some
472502,Some,Only a few,Some,Some,Only a few,Some,None,A lot,Some
472503,None,None,Only a few,Some,None,Some,Only a few,A lot,Some
472504,A lot,Only a few,Only a few,Some,A lot,Only a few,None,A lot,A lot
472505,A lot,None,Some,None,Only a few,None,None,A lot,Some
472507,Some,Only a few,Only a few,Only a few,Only a few,None,Only a few,Only a few,Some
482680,None,Some,Some,Only a few,Some,A lot,Some,Some,Some
472508,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,None,Some,None
472509,A lot,Some,Some,A lot,Some,Some,Some,A lot,Some
472511,Some,Some,Some,A lot,Some,A lot,A lot,Some,A lot
472512,A lot,Some,Some,Only a few,Some,Some,None,A lot,Some
482686,None,Some,Some,A lot,Some,Some,A lot,Some,Some
472517,None,Only a few,Some,Some,Only a few,Some,Some,Some,Some
472520,Only a few,Only a few,Some,Some,Some,Only a few,Some,Only a few,A lot
472521,Only a few,Only a few,A lot,A lot,Some,Some,None,Some,Some
472522,Only a few,Some,Some,A lot,Some,A lot,A lot,A lot,A lot
472523,None,Some,Some,Some,Some,Some,Some,Only a few,A lot
472525,Some,Some,Some,A lot,Some,A lot,Only a few,Some,A lot
482700,A lot,Only a few,Some,Only a few,Some,Some,Some,A lot,A lot
472526,Some,Some,A lot,A lot,A lot,Some,Some,A lot,A lot
472527,Some,Only a few,Some,Some,Only a few,Some,Only a few,Some,Some
472528,Some,Some,Some,Some,Some,Some,Some,A lot,A lot
472529,Some,Some,Some,Only a few,Only a few,Some,Only a few,A lot,A lot
472531,A lot,Only a few,A lot,Some,Some,Some,Only a few,A lot,Some
472532,Some,Some,Only a few,Some,Some,Some,None,Some,Only a few
472533,None,Only a few,Only a few,Only a few,Some,Some,Some,Only a few,None
472534,Some,Some,Some,A lot,Only a few,A lot,Only a few,Some,A lot
472536,Only a few,Some,A lot,A lot,A lot,A lot,Some,Only a few,Some
472537,Some,Some,Some,A lot,Some,Some,Only a few,A lot,Some
472538,None,Only a few,Some,Some,Some,Some,Some,Some,A lot
472539,Some,Only a few,Some,Some,Some,Some,Only a few,A lot,Some
472540,None,Some,Some,A lot,Some,Some,Some,Some,A lot
472541,A lot,Only a few,Only a few,Only a few,Some,Some,Only a few,Some,None
472542,Some,None,Some,Some,Only a few,Some,,A lot,Some
472543,None,Some,Some,Some,Some,Only a few,Only a few,Some,Some
472544,A lot,Some,A lot,A lot,A lot,A lot,None,A lot,Some
472545,None,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot
472546,Some,Some,Some,Some,Some,A lot,Some,Some,Some
472547,Some,None,Some,Some,Only a few,Some,None,A lot,Some
472548,Some,Only a few,Some,Some,Some,Some,Some,Some,Some
482726,A lot,A lot,Some,Only a few,Only a few,Only a few,None,A lot,Some
472549,Only a few,Some,Some,Some,A lot,Some,Some,Some,A lot
472550,None,None,Some,Some,Only a few,Some,Some,Some,Some
472551,Some,None,None,Only a few,Some,Only a few,None,Some,Some
472552,Only a few,Only a few,Some,Some,Some,Some,Only a few,Only a few,Some
472554,Only a few,Some,Some,Some,Only a few,Some,None,Only a few,Only a few
472555,None,Only a few,Some,Only a few,Only a few,Some,Some,Some,Some
472556,None,None,Some,Some,None,None,Only a few,Some,A lot
472559,Some,None,Only a few,Some,None,Some,None,Some,Some
472560,Some,Only a few,Some,Some,Some,Some,A lot,Some,A lot
472561,A lot,Some,Some,Only a few,Only a few,Some,Only a few,A lot,Only a few
472563,A lot,Some,Some,None,Some,Some,None,Some,Only a few
472564,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few
472566,,,,,,,,,
472567,Some,None,Some,Only a few,Only a few,Some,None,A lot,A lot
472568,Some,Some,Some,Some,Some,A lot,None,A lot,Some
472570,None,Only a few,Some,Some,Only a few,Only a few,Only a few,Only a few,A lot
472571,A lot,Some,A lot,Only a few,Only a few,A lot,None,A lot,Some
472573,Only a few,Only a few,Some,Only a few,Only a few,Only a few,Only a few,Only a few,Some
472576,Only a few,Only a few,,Some,Only a few,Only a few,Only a few,Only a few,Some
472577,None,None,None,Only a few,None,None,None,None,A lot
472578,Only a few,None,Some,Only a few,Some,Some,None,Some,Some
472579,Some,Some,A lot,A lot,Only a few,A lot,Some,Only a few,A lot
472580,Only a few,Some,Some,Some,Only a few,Some,Some,Some,Some
472581,Some,None,Some,None,None,None,None,A lot,Only a few
472582,None,Only a few,Some,Some,Some,Only a few,Only a few,None,Some
472583,Some,None,Only a few,Only a few,Only a few,Only a few,None,Some,A lot
472584,None,Some,Only a few,A lot,A lot,Some,A lot,Only a few,Only a few
472585,None,Only a few,Some,A lot,Some,Some,Some,Some,A lot
482769,None,Some,A lot,A lot,A lot,A lot,Some,A lot,A lot
472587,Some,None,None,None,Only a few,Some,Some,None,Only a few
472589,Some,Some,Some,Some,Some,Some,Some,Some,A lot
472590,Some,Some,A lot,Some,Some,Some,Some,Some,Some
472591,Some,Only a few,Only a few,Some,Only a few,Some,Only a few,A lot,A lot
472592,Some,Some,Some,Some,Only a few,Some,Only a few,Some,Some
472593,None,Some,A lot,Some,Some,Some,Some,Only a few,A lot
472594,Only a few,Some,Some,Some,Only a few,A lot,Some,Some,Some
472595,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot
472596,None,None,Some,None,None,None,None,Some,A lot
472597,A lot,Only a few,Some,None,Some,Only a few,None,Some,Some
472598,None,Only a few,Some,A lot,Some,A lot,Only a few,Some,Some
472599,None,None,None,Some,None,None,None,None,Only a few
482783,A lot,Some,Some,A lot,Only a few,Some,Only a few,Some,A lot
472600,Only a few,Only a few,Only a few,Only a few,Some,A lot,Some,Some,Some
482785,Some,Only a few,Only a few,Some,Only a few,Some,Only a few,A lot,Some
472604,Some,Some,A lot,A lot,Some,A lot,Only a few,Some,Only a few
472605,None,None,Some,Some,Only a few,Some,None,Some,Only a few
472606,Some,None,Some,Some,Only a few,Some,Only a few,Some,A lot
472608,Some,None,Some,Only a few,None,Only a few,None,Some,Some
472609,None,Only a few,Some,Some,Only a few,Some,Only a few,Some,Some
472610,Some,Some,A lot,Some,Some,A lot,Only a few,Some,Some
472611,None,None,Some,Only a few,Only a few,Only a few,Some,Some,Some
472612,None,Some,Some,A lot,Some,Some,Some,Some,A lot
472613,Only a few,A lot,A lot,Only a few,Only a few,Some,Only a few,Some,Only a few
472614,Some,None,None,None,None,Only a few,None,Some,Some
472617,None,None,None,Some,Some,Some,None,Some,A lot
472618,None,Some,Some,Only a few,Some,A lot,Some,A lot,Only a few
472619,Some,A lot,A lot,A lot,Only a few,A lot,A lot,Some,A lot
472620,None,Only a few,Some,Some,Some,A lot,Some,A lot,A lot
472621,A lot,Some,A lot,Some,Some,Some,Only a few,A lot,Some
472622,None,Some,A lot,A lot,A lot,Some,Some,Some,Some
472623,Only a few,Only a few,Only a few,Some,Only a few,Some,Some,Some,A lot
472624,None,Only a few,Only a few,None,Only a few,Only a few,A lot,Only a few,Some
472627,None,None,Only a few,Only a few,None,Only a few,None,Only a few,A lot
472629,None,Some,Some,A lot,A lot,A lot,Only a few,Some,A lot
472631,Some,None,Some,Only a few,Only a few,None,None,A lot,A lot
472632,None,None,A lot,A lot,A lot,A lot,Some,A lot,A lot
472634,None,Only a few,None,None,None,None,None,Some,None
472636,None,Only a few,Some,Some,Only a few,Only a few,Only a few,None,A lot
482823,Only a few,Only a few,Only a few,Some,Only a few,Some,Only a few,A lot,A lot
472637,None,Some,Some,Some,Some,Some,Some,Some,Some
472638,A lot,Only a few,Some,Only a few,Some,Some,None,A lot,Only a few
472640,A lot,Only a few,Some,Some,Only a few,Some,None,A lot,A lot
472642,Only a few,Only a few,Some,A lot,Only a few,Some,A lot,None,A lot
472643,None,Only a few,A lot,A lot,Only a few,Some,Some,Some,Some
472644,Only a few,Only a few,Some,Some,Only a few,Some,Some,Only a few,Some
472645,Some,None,A lot,A lot,A lot,A lot,Some,A lot,A lot
472646,Only a few,Some,Some,Some,Some,Some,Some,Some,Some
472648,None,Only a few,Some,Some,Only a few,Some,Only a few,Some,Some
482836,None,Only a few,Only a few,Some,Only a few,None,None,None,Some
472650,A lot,Only a few,Some,Some,Some,Some,None,A lot,A lot
472651,A lot,Some,A lot,A lot,Only a few,Only a few,None,A lot,A lot
472652,None,None,,Some,None,None,Only a few,Only a few,Only a few
472653,Some,Some,Some,A lot,Some,A lot,Some,Some,Some
472654,Some,Only a few,Some,A lot,Some,A lot,None,Some,Some
472655,,,,,,,Only a few,,Only a few
472656,Only a few,Only a few,Some,Some,Only a few,Some,Some,Some,Some
472658,Only a few,Some,Some,A lot,A lot,Some,Some,Some,Some
482847,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,None,Only a few
472660,Some,Only a few,Some,Some,None,Some,None,A lot,Some
472661,A lot,Some,Some,Only a few,Some,Some,None,A lot,A lot
472663,None,Only a few,Some,A lot,Some,Some,A lot,Some,A lot
472665,Some,None,Only a few,Some,Only a few,Some,Only a few,Only a few,A lot
472666,None,None,None,None,Only a few,Only a few,Only a few,Only a few,Only a few
472667,None,Only a few,Some,Only a few,Only a few,Some,Some,Some,Some
472669,None,Some,Some,Some,Some,Some,Some,Some,Some
472670,None,None,Some,Only a few,None,Only a few,None,A lot,
472671,Some,Some,Some,A lot,Some,Some,Only a few,Some,Some
472672,Only a few,Only a few,Some,Some,Only a few,Some,Only a few,Some,Some
472673,Some,None,Some,Some,Only a few,Some,None,A lot,Some
472676,A lot,None,None,None,None,None,None,A lot,Only a few
472680,Only a few,A lot,Some,Some,Some,A lot,Some,Some,A lot
472681,Some,Only a few,Some,Some,Some,A lot,Only a few,A lot,A lot
482871,None,Only a few,Only a few,Some,Only a few,Only a few,Only a few,Only a few,Some
472682,A lot,Some,Some,Only a few,Some,Some,None,A lot,Only a few
472683,Only a few,Only a few,Some,A lot,Only a few,Some,Some,A lot,A lot
472684,Some,Some,Some,Some,Some,Only a few,Only a few,Some,A lot
472686,Only a few,Only a few,Some,Some,Only a few,Some,Some,Some,A lot
472687,None,None,None,Only a few,None,None,Only a few,None,Only a few
472688,None,Some,Only a few,Some,Some,Some,Some,Only a few,A lot
472689,Only a few,Only a few,Some,Some,Only a few,Some,None,Some,Some
472691,None,Some,Only a few,Some,Some,Some,Some,Only a few,Some
472692,None,Some,Some,Only a few,None,Some,None,None,A lot
472693,A lot,None,Some,Some,None,Only a few,None,A lot,Some
472694,None,None,None,None,None,Only a few,Some,None,Some
472695,None,Only a few,Only a few,Some,Some,None,Only a few,Only a few,None
472696,Some,Only a few,Only a few,Only a few,Only a few,Some,None,A lot,Some
472699,A lot,Some,Some,Some,Some,Some,Only a few,A lot,A lot
472703,Some,None,Some,None,None,None,None,Some,None
472704,A lot,Some,Some,Some,Some,Some,Only a few,A lot,Only a few
472705,None,Only a few,Only a few,Some,None,Some,Some,None,Some
472706,None,Only a few,A lot,A lot,Some,Some,Only a few,Some,A lot
472707,None,Only a few,Some,A lot,None,None,None,A lot,Only a few
